lr | lambda | perturbed-variance | M | opt-rate | regret
0.0001 | 0.01| 0.1 | 10 | 0.544 | 0.456
0.0001 | 0.01| 1.0 | 10 | 0.497 | 0.503
0.0001 | 0.01| 1.0 | 10 | 0.563 | 0.437
0.0001 | 0.01| 0.001 | 1 | 0.585 | 0.415
0.0001 | 0.01| 0.01 | 1 | 0.589 | 0.411
0.0001 | 0.01| 0.001 | 10 | 0.604 | 0.396
0.0001 | 0.01| 0.1 | 1 | 0.584 | 0.416
0.0001 | 0.01| 0.01 | 10 | 0.605 | 0.395
0.0001 | 0.01| 0.001 | 20 | 0.599 | 0.401
